cell_id,ANXA4,C8orf4,CALB1,CAV1,COL17A1,DCDC2,DMBT1,ECM1,EMP1,EPCAM,FABP5,FAM3B,GATA6,GJB6,ID1,IGFBP6,INHBA,KCNJ16,KIRREL,KRT14,KRT15,KRT16,KRT17,KRT19,KRT5,KRT6A,LAMC2,LDHB,LEFTY1,LGALS1,LY6D,MT1X,MT2A,NDFIP2,NR0B2,NR5A2,PDLIM3,PDLIM7,PIGR,PTHLH,RHCG,S100A2,S100A4,S100A7,SFRP5,SLC3A1,SLC4A4,SLPI,SPINK1,SPRR1B,SYT8,TFPI2,VCAM1,t,dataset,sample_type
CELL_0196,2.0116684,0.0,0.0,0.0,0.0,0.0,1.4934461,0.0,0.0,1.8327519,1.4934461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3344643,0.0,0.0,1.8327519,0.0,1.8327519,1.4934461,0.0,0.0,0.0,2.128892,0.0,2.0116684,2.6069803,0.0,0.0,0.0,0.0,0.0,2.3344643,0.0,0.0,2.2143233,1.4934461,0.0,0.0,0.0,1.4934461,2.2806823,0.0,1.8327519,0.0,1.8327519,1.4934461,0.16497824,GSE165399,PASC
CELL_0197,2.329064,0.0,0.49803102,0.7732381,0.9570639,0.49803102,1.8936362,0.49803102,0.9570639,1.9867153,1.282667,0.49803102,0.0,0.49803102,0.7732381,0.49803102,0.49803102,0.0,0.0,0.9570639,0.49803102,0.49803102,1.625303,2.3448946,0.0,0.7732381,1.4671746,0.49803102,0.0,1.4671746,1.1973692,0.0,1.8936362,1.0921407,0.0,0.7732381,0.0,0.7732381,1.7563112,0.49803102,0.0,1.4671746,1.3538318,0.0,0.0,1.282667,0.9570639,2.2015245,2.4173527,1.6559062,0.0,0.0,0.0,0.41743574,GSE165399,PASC
CELL_0198,0.0,0.0,1.6460243,1.1180464,1.6460243,0.0,0.0,0.0,0.0,1.1180464,1.4580415,0.0,0.0,0.0,1.1180464,2.3100193,0.0,0.0,0.0,1.6460243,0.0,0.0,1.9946816,1.1180464,0.0,1.4580415,0.0,1.6460243,0.0,2.5383804,1.7715497,1.9946816,2.814465,1.1180464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4778266,2.2929213,1.8639104,0.0,0.0,0.0,1.9360377,1.1180464,1.6460243,1.7715497,0.0,0.0,0.4661092,GSE165399,PASC
CELL_0199,1.2264771,0.0,2.393497,1.2264771,1.7734871,0.0,0.0,0.0,1.996402,0.0,2.2593644,0.0,0.0,1.2264771,1.7734871,1.2264771,1.5800099,0.0,0.0,2.712819,0.0,2.3716173,2.9599154,1.902065,1.902065,2.761177,1.5800099,1.5800099,0.0,2.8538728,0.0,2.926974,2.8314853,0.0,0.0,0.0,0.0,1.2264771,0.0,1.902065,0.0,1.996402,2.6192122,0.0,0.0,0.0,0.0,2.4808362,1.996402,0.0,0.0,0.0,0.0,0.46269596,GSE165399,PASC
CELL_0200,0.0,0.0,0.0,1.9297804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9297804,0.0,1.9297804,0.0,0.0,2.542511,0.0,0.0,1.9297804,2.7397604,2.4715545,2.5976362,1.9297804,2.4715545,0.0,1.9297804,2.9953816,2.7397604,1.9297804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2238007,2.2238007,0.0,0.0,0.0,0.0,2.2238007,0.0,0.0,1.9297804,0.0,0.0,0.53520507,GSE165399,PASC
CELL_0201,1.0601745,0.0,0.7462267,1.6204392,0.7462267,0.0,0.0,0.0,0.0,2.0984468,2.1900198,0.0,0.0,0.0,0.0,0.0,0.7462267,0.0,0.0,1.8842579,0.0,0.7462267,2.2662222,1.7969906,1.2489009,1.7969906,0.0,0.7462267,0.0,1.6743493,1.2489009,1.2489009,2.0624387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7969906,2.0203853,2.049179,0.0,0.0,0.0,2.407883,0.0,0.7462267,0.0,0.0,0.0,0.4840525,GSE165399,PASC
CELL_0202,0.0,0.0,1.7823738,1.4354813,0.0,0.0,0.0,0.0,2.0879397,0.0,2.613779,0.0,0.0,0.0,1.966784,1.4354813,2.4215305,0.0,0.0,2.6411653,0.0,2.8354669,3.067419,1.4354813,2.176334,2.8497257,1.4354813,1.4354813,0.0,1.7823738,2.2450228,1.4354813,1.7823738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.613779,1.966784,3.0367491,0.0,0.0,0.0,2.858658,1.4354813,2.845093,0.0,0.0,0.0,0.5699539,GSE165399,PASC
CELL_0203,0.0,0.0,0.0,0.0,2.6162653,0.0,0.0,2.1278515,2.1278515,0.0,2.1278515,0.0,0.0,0.0,0.0,2.7300718,2.1278515,0.0,0.0,2.7300718,0.0,0.0,2.3933876,2.1278515,2.528437,2.9656043,2.6802583,2.3933876,0.0,2.8590105,2.1278515,2.1278515,2.8814917,0.0,0.0,0.0,0.0,2.1278515,0.0,0.0,0.0,3.0867722,0.0,0.0,0.0,0.0,0.0,2.528437,0.0,0.0,0.0,0.0,0.0,0.49757874,GSE165399,PASC
CELL_0204,1.7834516,0.0,2.5938985,0.0,1.7834516,0.0,0.0,2.6586378,2.4452958,0.0,1.7834516,0.0,0.0,0.0,0.0,0.0,1.7834516,0.0,0.0,0.0,0.0,0.0,0.0,2.5938985,2.36834,2.4452958,1.7834516,0.0,0.0,2.5534348,1.7834516,2.0996735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36834,2.685247,0.0,1.7834516,0.0,0.0,0.0,3.0912528,0.0,2.8918314,0.0,0.0,0.0,0.92542595,GSE165399,PASC
CELL_0205,0.0,0.0,1.6450317,0.0,1.6450317,0.0,0.0,0.0,0.0,1.6450317,0.0,0.0,0.0,0.0,0.0,1.9675494,0.0,0.0,0.0,0.0,0.0,0.0,2.3852775,1.6450317,0.0,0.0,1.9675494,1.9675494,0.0,2.595857,1.9675494,2.6179752,2.8609095,0.0,0.0,0.0,0.0,1.9675494,0.0,0.0,0.0,2.595857,0.0,1.6450317,0.0,0.0,0.0,0.0,0.0,1.9675494,0.0,0.0,0.0,0.42819452,GSE165399,PASC
CELL_0206,1.6970353,0.0,1.3722298,1.6970353,0.0,0.0,0.0,0.0,0.0,0.0,2.6508162,0.0,0.0,1.8693419,1.8693419,0.0,1.6970353,0.0,0.0,2.430769,1.3722298,2.0652878,2.3938115,2.1296232,2.6824007,2.5256543,1.3722298,1.3722298,0.0,1.9825865,2.502597,2.3938115,2.6508162,0.0,0.0,0.0,0.0,1.6970353,0.0,0.0,1.3722298,2.502597,1.3722298,0.0,0.0,0.0,0.0,1.9825865,0.0,2.2254822,0.0,0.0,0.0,0.5030761,GSE165399,PASC
CELL_0207,0.0,0.0,2.227973,2.0379436,1.7221777,0.0,0.0,0.0,1.8873378,1.0714731,1.8873378,0.0,0.0,0.0,1.0714731,0.0,1.8148732,0.0,0.0,2.4077048,1.408656,1.408656,2.3582773,2.3223505,2.3582773,2.186202,1.408656,1.9462969,0.0,1.408656,2.0379436,2.246498,2.5963166,1.0714731,0.0,0.0,0.0,1.7221777,0.0,1.0714731,0.0,2.5405128,1.8148732,0.0,0.0,0.0,0.0,2.294851,0.0,1.5964122,2.227973,0.0,0.0,0.48516008,GSE165399,PASC
CELL_0208,1.300907,0.0,2.0772157,1.300907,1.6207511,0.0,0.0,0.0,1.903781,0.0,1.6207511,0.0,0.0,0.9658636,1.716379,1.9477086,0.9658636,0.0,0.0,2.3500946,0.9658636,1.300907,2.2810273,2.0197928,2.199371,2.3324196,0.0,1.9477086,0.0,2.0772157,1.716379,0.9658636,2.3816822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5208824,0.9658636,0.9658636,0.0,1.300907,0.0,1.8525107,0.0,1.300907,2.0197928,0.0,0.0,0.5074102,GSE165399,PASC
CELL_0209,0.0,0.0,0.0,0.0,0.0,1.4548033,0.0,0.0,0.0,1.4548033,0.0,1.4548033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.099297,0.0,0.0,1.9799341,1.7980545,0.0,0.0,0.0,1.4548033,0.0,0.0,0.0,0.0,2.4277942,0.0,1.4548033,1.4548033,0.0,0.0,0.0,0.0,0.0,1.7980545,1.4548033,0.0,0.0,0.0,0.0,1.7980545,2.8904018,0.0,0.0,0.0,0.0,0.1297164,GSE165399,PASC
CELL_0210,2.4430656,0.0,2.0134852,0.0,0.0,0.0,0.0,0.0,0.0,2.6590364,0.0,2.0134852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0134852,2.0134852,0.0,2.0134852,0.0,0.0,0.0,2.2980766,0.0,0.0,2.0134852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0134852,0.0,0.0,0.0,0.0,0.0,2.0134852,2.605774,0.0,0.0,0.0,2.2980766,0.14076988,GSE165399,PASC
CELL_0211,1.1486348,0.0,1.5649083,1.5649083,1.6414332,0.0,0.0,1.4678376,1.5649083,1.5649083,2.2502363,0.0,0.0,0.8264053,1.1486348,0.8264053,0.0,0.0,0.0,2.1461167,1.1486348,1.3379146,2.315469,1.9072816,2.107454,2.2261875,1.3379146,1.8412725,0.0,2.2719386,1.7040414,1.1486348,2.285298,0.0,0.0,0.0,0.0,1.3379146,0.0,1.1486348,0.0,2.5975175,1.3379146,0.0,0.0,0.0,0.0,1.9072816,1.1486348,0.0,0.0,0.0,0.0,0.4727284,GSE165399,PASC
CELL_0212,1.3929647,0.0,1.5775696,1.3929647,1.3929647,0.0,0.0,1.0610201,1.0610201,0.0,2.0944345,0.0,0.0,1.3929647,1.8938694,1.0610201,0.0,0.0,0.0,2.315754,1.2565004,1.0610201,2.3799865,1.9700279,1.792287,2.18893,0.0,2.146037,0.0,1.2565004,2.3099406,2.0478013,2.632696,0.0,0.0,0.0,0.0,0.7395206,0.0,0.0,0.0,2.6208487,1.4959159,0.7395206,0.0,0.0,0.0,2.1083262,0.7395206,1.3929647,1.2565004,0.0,0.0,0.50512314,GSE165399,PASC
CELL_0213,0.48231414,0.0,2.144403,2.290096,2.0016477,0.0,0.0,0.7505672,1.5524092,0.7505672,1.789293,0.0,0.48231414,0.48231414,1.1654546,1.6685405,1.6685405,0.0,0.0,2.388715,0.9302032,0.48231414,1.7540262,2.0238423,2.1726527,2.331693,1.7141712,1.9687189,0.0,2.0442424,2.0016477,1.9687189,2.6140935,1.0623858,0.0,0.0,0.0,1.2490582,0.0,1.5853728,0.48231414,2.4467304,1.3188468,0.0,0.0,0.0,0.0,1.8208386,1.0623858,0.0,0.0,0.48231414,0.0,0.47602206,GSE165399,PASC
CELL_0214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1314964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1314964,0.0,0.0,0.0,0.0,0.0,3.9343255,0.0,0.0,0.0,0.0,0.45183462,GSE165399,normal
CELL_0215,0.0,0.0,0.0,0.0,1.7729566,0.0,1.7729566,0.0,0.0,2.3097634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7729566,0.0,0.0,0.0,2.517439,1.7729566,0.0,0.0,0.0,0.0,1.7729566,1.7729566,0.0,2.0634608,0.0,0.0,0.0,0.0,0.0,2.0634608,0.0,0.0,2.0634608,2.0634608,0.0,0.0,0.0,2.2126396,0.0,0.0,0.0,0.0,0.0,2.2126396,0.18382052,GSE165399,PASC
CELL_0216,1.6209571,0.0,0.0,0.7857326,0.7857326,0.7857326,0.0,0.0,0.51018035,1.6779257,0.51018035,1.1008292,0.51018035,0.0,0.51018035,0.0,0.0,0.51018035,0.0,0.9678414,0.0,0.0,1.6779257,1.8532267,0.7857326,0.51018035,1.748088,0.7857326,0.0,1.9067866,1.5123329,0.7857326,1.8052714,0.7857326,0.0,0.51018035,0.0,0.51018035,2.0667024,0.51018035,0.0,1.6209571,1.4160231,1.2874272,0.0,0.0,0.7857326,2.1841795,1.8943228,1.3568805,0.0,0.0,1.9067866,0.1712329,GSE165399,PASC
CELL_0217,0.0,0.0,1.8285508,2.58672,1.8285508,0.0,0.0,0.0,0.0,0.0,2.2768943,0.0,0.0,1.8285508,2.124946,2.2768943,0.0,0.0,0.0,2.6191874,0.0,1.8285508,2.2768943,1.8285508,2.44761,2.6191874,2.124946,2.5034704,0.0,2.8287976,2.124946,2.124946,3.0727952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0081975,2.124946,0.0,0.0,0.0,0.0,2.124946,0.0,1.8285508,0.0,0.0,0.0,0.53792894,GSE165399,PASC
CELL_0218,1.3052979,0.0,1.9961727,1.9132555,1.9961727,0.0,0.0,1.9132555,1.7242134,0.9679863,2.3632534,0.0,0.0,0.9679863,1.3052979,1.9575653,0.0,0.0,0.0,2.523717,0.0,0.0,2.371651,2.030271,2.1569738,2.387544,0.9679863,1.9132555,0.0,2.563061,2.2419934,2.4891336,2.8166378,0.0,0.0,0.0,0.0,0.0,0.0,1.9961727,0.9679863,2.7860086,1.7998626,1.6277566,0.0,0.0,0.0,2.1569738,0.0,1.4976056,0.9679863,0.0,0.0,0.47270605,GSE165399,PASC
CELL_0219,2.4059677,0.0,0.0,0.0,0.0,0.0,1.1299375,0.0,0.0,2.0905635,1.1299375,0.0,1.1299375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05577,0.0,0.0,0.0,0.0,0.0,1.4577806,0.0,0.0,2.0158176,1.1299375,1.9133905,0.0,0.0,0.0,2.2988591,0.0,0.0,0.0,1.6374083,0.0,0.0,1.6374083,2.1959639,0.0,2.4933019,0.0,0.0,0.0,0.0,0.4752869,GSE165399,normal
CELL_0220,1.3179694,0.0,1.3179694,2.209969,1.8710699,0.0,0.0,0.66611487,1.5094805,0.66611487,1.8977892,0.0,0.0,0.0,1.5796012,2.095983,0.66611487,0.0,0.0,2.5470357,0.66611487,1.4244792,2.3689547,2.2880611,2.3602915,2.493934,1.5796012,2.0385215,0.0,2.643836,2.4915764,2.2880611,2.768146,1.1781163,0.0,0.0,0.0,0.66611487,0.0,2.1323082,0.0,2.7544544,1.4244792,0.0,0.0,0.0,0.0,1.922402,0.0,0.0,0.9808935,0.0,0.0,0.4711459,GSE165399,PASC
CELL_0221,1.6353489,0.0,0.0,0.90270334,0.0,0.0,0.0,0.0,2.0169556,1.6353489,1.9019418,0.0,0.0,1.5411172,1.2275859,0.0,1.414275,0.0,0.0,1.9653963,1.414275,0.90270334,1.5411172,1.9924036,1.8205296,1.5411172,1.2275859,1.9019418,0.0,2.3348477,2.387909,1.5411172,2.1136851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0394273,1.6353489,1.2275859,0.0,0.0,0.0,2.1576905,0.0,1.2275859,1.7093773,0.0,0.0,0.52241427,GSE165399,PASC
CELL_0222,0.0,0.0,2.6961825,0.0,0.0,0.0,0.0,1.9815581,1.9815581,2.4046624,0.0,0.0,0.0,0.0,1.9815581,2.6604264,2.261777,0.0,0.0,2.798309,0.0,2.261777,2.8790722,2.497544,0.0,1.9815581,1.9815581,0.0,0.0,2.261777,2.261777,2.4046624,1.9815581,0.0,0.0,0.0,0.0,2.497544,0.0,1.9815581,0.0,2.798309,2.6961825,1.9815581,0.0,0.0,0.0,2.8917685,0.0,2.4046624,0.0,0.0,0.0,0.49870336,GSE165399,PASC
CELL_0223,0.0,0.0,1.9287753,0.0,0.0,0.0,0.0,1.8070416,1.8070416,1.8070416,0.0,0.0,0.0,0.0,2.0872598,0.0,0.0,0.0,0.0,1.8070416,0.0,0.0,0.0,2.5458343,1.2816164,0.0,0.0,1.2816164,0.0,1.8070416,2.1435654,0.0,1.9287753,1.2816164,0.0,0.0,0.0,0.0,1.2816164,0.0,1.2816164,1.8070416,1.6228911,0.0,0.0,0.0,0.0,2.4456046,1.6228911,0.0,1.8070416,0.0,0.0,0.48491207,GSE165399,PASC
CELL_0224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.793234,1.793234,2.103466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7008197,0.0,0.0,2.103466,2.4421124,2.103466,2.2629676,0.0,2.103466,0.0,0.0,2.4421124,0.0,1.793234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.103466,2.4421124,0.0,0.0,0.0,0.0,2.2629676,0.0,2.103466,0.0,0.0,0.0,0.54351944,GSE165399,PASC
CELL_0225,0.0,0.0,1.8272368,1.6515914,1.7500309,0.0,0.0,0.97936136,0.97936136,0.0,2.1467931,0.0,1.5187938,0.0,2.292331,2.0933661,0.97936136,0.0,0.0,2.3926184,0.0,1.5187938,2.4553592,1.8272368,1.8272368,2.4484265,1.5187938,1.3227031,0.0,2.7114766,1.6515914,1.7500309,2.7932014,0.0,0.0,0.0,0.0,0.97936136,0.0,2.2629607,0.0,2.9100606,0.97936136,0.0,0.0,0.0,0.0,2.2112825,0.97936136,1.5187938,0.0,0.0,0.0,0.4887962,GSE165399,PASC
CELL_0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0832634,1.520126,1.520126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520126,0.0,2.0832634,0.0,0.0,2.211611,0.0,0.0,1.8877592,1.8877592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520126,0.0,3.3118892,0.0,0.0,0.0,1.520126,0.49279174,GSE165399,normal
CELL_0227,2.8710573,0.0,0.0,0.0,0.0,3.0979605,0.0,0.0,0.0,2.8710573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8710573,0.0,0.0,2.8710573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3437254,0.0,3.2133245,0.0,0.0,0.0,0.0,0.0,0.0,0.13418236,GSE165399,normal
CELL_0228,2.1253214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6305939,1.2716955,0.0,0.0,0.0,1.6305939,0.0,0.0,0.0,0.0,1.2716955,0.0,0.0,0.0,1.8262682,1.2716955,1.6305939,1.2716955,2.185455,0.0,1.6305939,1.2716955,2.1253214,2.3160446,1.2716955,0.0,1.2716955,0.0,0.0,0.0,0.0,0.0,2.051219,1.2716955,1.2716955,0.0,0.0,0.0,1.2716955,3.10283,1.2716955,0.0,1.2716955,0.0,0.15465707,GSE165399,PASC
CELL_0229,1.3398798,0.0,1.8372551,2.0340095,2.098655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.098655,0.0,0.0,1.9509375,1.8372551,1.6644964,2.2940786,2.23254,1.8372551,0.0,2.2940786,1.3398798,0.0,2.7916062,1.6644964,0.0,0.0,0.0,1.8372551,0.0,0.0,1.3398798,2.4475281,2.265222,1.3398798,0.0,0.0,0.0,2.2940786,0.0,0.0,0.0,0.0,0.0,0.49407747,GSE165399,PASC
CELL_0230,2.1549065,0.0,0.9040283,0.0,0.0,0.9040283,2.3595898,0.0,1.2282054,1.2282054,0.0,0.0,0.9040283,0.0,1.4143119,1.7685238,0.9040283,0.0,0.0,0.9040283,0.0,1.2282054,0.9040283,1.963347,0.0,0.9040283,1.5407065,0.9040283,0.0,1.5407065,1.2282054,0.0,2.260363,0.0,0.0,0.0,0.0,0.0,2.1549065,0.9040283,0.0,1.7685238,0.9040283,0.0,0.0,0.0,1.4143119,1.7083309,2.422273,0.0,1.8623699,0.0,0.0,0.41741902,GSE165399,PASC
CELL_0231,0.9789719,0.0,2.08983,2.255723,2.4816556,0.0,0.0,1.998887,1.5056632,0.0,1.3148872,0.0,0.0,0.9789719,1.5056632,2.03259,1.7300045,0.0,0.0,2.4561896,0.0,1.3148872,2.353179,2.03259,2.334835,2.5283217,2.3701205,1.7300045,0.0,2.4207551,2.3701205,2.667565,2.7038357,0.9789719,0.0,0.0,0.0,1.5056632,0.0,1.8658013,1.5056632,2.7288175,0.0,0.0,0.0,0.0,0.0,2.08983,0.0,0.9789719,1.3148872,0.0,0.0,0.51264304,GSE165399,PASC
CELL_0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7124382,1.7124382,0.0,2.3954728,0.0,0.0,0.0,0.0,2.037778,3.1315374,0.0,0.0,2.037778,0.0,0.0,1.7124382,1.7124382,1.7124382,1.7124382,0.0,0.0,0.0,2.8661985,0.0,0.0,2.315769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7124382,2.6162782,0.0,0.0,0.0,0.0,1.7124382,0.0,1.7124382,0.0,0.0,0.0,0.41957054,GSE165399,PASC
CELL_0233,0.0,0.0,2.6967125,2.1819005,0.0,0.0,0.0,0.0,1.8723933,1.8723933,2.1819005,0.0,0.0,0.0,1.8723933,0.0,1.8723933,0.0,0.0,2.518402,2.7260587,2.3405025,2.1819005,2.518402,2.6236277,2.518402,0.0,0.0,0.0,2.1819005,2.8772266,2.4435318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.576516,2.9443178,0.0,0.0,0.0,0.0,2.9022806,0.0,2.6967125,0.0,0.0,0.0,0.55325925,GSE165399,PASC
CELL_0234,1.2659061,0.0,2.0816813,1.534604,0.0,0.0,0.0,0.0,1.2659061,1.9106926,1.0232062,0.0,0.0,0.83470625,0.0,0.0,0.83470625,0.0,0.0,1.2659061,0.0,1.1600868,1.9801227,2.3135178,0.5465979,1.6576872,1.3512256,0.0,0.0,1.621148,1.4221306,0.5465979,2.3785346,1.1600868,0.0,0.0,0.0,1.3512256,0.0,0.5465979,0.0,1.3512256,1.7208874,1.7740132,0.0,0.0,0.0,2.5425003,0.5465979,2.5595632,0.0,0.0,0.0,0.9083036,GSE165399,PASC
CELL_0235,0.0,0.0,2.5974934,0.0,1.7813336,0.0,0.0,0.0,0.0,0.0,2.3460355,0.0,0.0,0.0,0.0,2.2438693,0.0,0.0,0.0,2.5974934,0.0,2.2438693,2.5248547,2.4203417,2.086821,2.4780512,1.7813336,1.7813336,0.0,2.3460355,2.6266708,2.5974934,2.6524491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8999643,2.6754892,2.086821,0.0,0.0,1.7813336,2.3460355,0.0,2.086821,0.0,1.7813336,1.7813336,0.4805801,GSE165399,PASC
CELL_0236,0.0,0.0,2.4147096,0.0,0.0,0.0,0.0,2.584567,1.9663645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9663645,0.0,2.4147096,0.0,0.0,1.9663645,0.0,0.0,0.0,0.0,0.0,2.2632265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9663645,2.2632265,1.9663645,0.0,0.0,0.0,0.0,2.2632265,0.0,3.1378105,0.0,0.0,0.0,0.9559057,GSE165399,PASC
CELL_0237,3.4406228,0.0,0.0,0.0,0.0,2.8965893,0.0,0.0,0.0,3.3633528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8965893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8965893,2.8965893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8965893,3.405911,3.3088899,0.0,0.0,0.0,0.0,0.0,0.13259333,GSE165399,normal
CELL_0238,1.5307975,0.0,2.240451,1.9994879,2.180968,0.0,0.0,0.0,2.1044593,0.0,1.9994879,0.0,0.0,0.0,2.240451,1.5307975,2.240451,0.0,0.0,2.534638,0.0,0.0,2.180968,1.5307975,2.5029263,2.3636525,0.0,0.0,0.0,1.5307975,2.6176238,0.0,2.420346,1.9994879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5488284,1.8388937,1.5307975,0.0,0.0,0.0,1.9994879,0.0,0.0,1.8388937,0.0,0.0,0.47578934,GSE165399,PASC
CELL_0239,1.3007245,0.0,1.7767938,2.061729,1.1088064,0.0,0.0,0.0,0.0,0.0,1.8855947,0.0,0.0,1.3007245,0.7868277,0.0,0.7868277,0.0,0.0,2.4598703,0.7868277,1.3007245,1.7767938,2.177036,2.3009696,1.9410038,1.3007245,2.1556447,0.0,1.7302086,2.177036,2.294932,2.6657143,0.0,0.0,0.0,0.0,0.0,0.0,1.7302086,0.0,2.3488326,1.6115342,0.0,0.0,0.0,0.0,1.6759753,0.0,0.7868277,1.6759753,0.0,0.0,0.4825624,GSE165399,PASC
CELL_0240,0.0,0.0,2.6458476,1.867471,0.0,0.0,0.0,0.0,1.867471,0.0,0.0,0.0,0.0,0.0,1.867471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3845835,1.867471,0.0,2.2087595,0.0,0.0,0.0,1.867471,2.2087595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.867471,0.0,2.3845835,2.3845835,0.0,0.0,0.0,0.0,2.581637,1.867471,2.9898417,2.2087595,0.0,0.0,0.49724257,GSE165399,PASC
CELL_0241,0.0,0.0,2.1762688,0.0,0.7739705,0.0,0.0,0.0,1.5339665,0.7739705,1.2956119,0.0,0.0,2.0621524,1.73729,0.7739705,1.4316587,0.0,0.0,2.4488392,1.73729,2.04372,2.6322231,2.4453661,1.73729,2.2930179,0.0,1.2956119,0.0,1.6149409,2.7111351,1.6149409,1.6149409,0.7739705,0.0,0.0,0.0,0.7739705,0.0,0.7739705,1.4316587,1.73729,2.6706035,0.7739705,0.0,0.0,0.0,2.5155368,0.7739705,2.3651562,1.2956119,0.0,0.0,0.5528539,GSE165399,PASC
CELL_0242,0.47714412,0.0,1.0560946,0.0,0.47714412,0.0,0.0,0.0,0.47714412,0.7443142,2.1059136,0.0,0.0,0.0,0.47714412,1.2432375,0.47714412,0.0,0.0,1.9666021,0.47714412,0.7443142,1.3730602,1.1593844,1.1593844,1.4706588,0.0,1.5479081,0.0,1.611283,2.3569343,2.0791423,2.5573483,0.47714412,0.0,0.47714412,0.47714412,0.47714412,0.0,0.0,0.0,1.7105559,1.7105559,1.1593844,0.0,0.0,0.0,1.611283,0.7443142,1.0560946,1.1593844,0.0,0.0,0.4831607,GSE165399,PASC
CELL_0243,1.3429233,0.0,1.7115173,2.1031687,1.9444387,0.0,0.0,1.3429233,1.1524676,1.1524676,2.2454398,0.0,1.1524676,0.0,1.8100001,1.3429233,0.0,0.0,0.0,1.9937128,0.0,0.0,1.648479,1.5714302,1.7645129,2.2831054,1.7115173,2.0354583,0.0,2.5674906,0.82851934,1.7115173,2.554001,0.0,0.0,0.0,0.0,1.8496878,0.0,1.7645129,0.82851934,2.6225843,0.82851934,0.0,0.0,0.0,0.0,1.9444387,0.0,0.0,0.0,0.0,0.82851934,0.49608636,GSE165399,PASC
CELL_0244,0.0,0.0,1.2769862,1.2769862,0.0,0.0,0.0,0.0,0.0,1.4608983,2.279234,0.0,0.0,1.4608983,0.0,0.0,0.95252746,0.0,0.0,2.356992,0.0,1.857282,1.7491759,1.9363782,2.2956767,2.1419961,0.0,1.9689229,0.0,2.1419961,2.3319435,1.6770647,2.38957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5850967,2.108568,0.0,0.0,0.0,0.0,1.807969,0.0,0.0,0.0,0.0,0.0,0.42416087,GSE165399,PASC
