t,KRT17,EMP1,S100A2,KRT16,t_grid,KRT17_pinn,EMP1_pinn,S100A2_pinn,KRT16_pinn
0.8011475,0.0,1.4321232,0.0,0.0,,,,,
0.45596233,1.0402834,0.90907264,0.0,0.0,,,,,
0.72915,0.71653503,0.71653503,0.0,0.0,,,,,
0.20193788,0.0,0.0,0.0,0.0,,,,,
0.40534654,0.0,1.4192193,0.0,0.0,,,,,
0.8846168,0.0,1.4947183,1.4947183,0.0,,,,,
0.8140556,0.8467489,1.1543787,1.2884963,0.7805427,,,,,
0.42660338,0.0,0.0,1.9407539,0.0,,,,,
0.69867647,1.4473134,0.58369493,1.9997604,1.2972466,,,,,
0.3722356,0.0,0.0,2.7304645,2.5141988,,,,,
0.40308952,0.0,0.0,0.0,2.0578294,,,,,
0.40372926,0.0,2.5667257,0.0,0.0,,,,,
0.3888949,0.0,0.0,0.0,0.0,,,,,
0.7930967,2.1131556,0.0,0.0,1.3477522,,,,,
0.5334401,0.9636517,0.66004235,0.9636517,0.66004235,,,,,
0.38426661,0.0,0.0,0.0,0.0,,,,,
0.37380695,0.0,0.0,0.0,0.0,,,,,
0.3908266,0.0,1.1797282,0.8607176,0.0,,,,,
0.39421168,0.0,0.0,0.8047396,0.0,,,,,
0.5162832,1.0252111,1.5242653,1.1102177,0.792918,,,,,
0.80751765,1.2988024,1.7761418,0.7843996,0.0,,,,,
0.8225257,0.0,0.0,0.9197969,0.0,,,,,
0.4530283,0.0,0.0,0.0,0.0,,,,,
0.40114927,0.0,1.0460908,1.6519214,0.0,,,,,
0.40314165,0.0,0.0,0.0,0.0,,,,,
0.3867911,0.0,0.0,0.0,0.0,,,,,
0.38858336,0.0,0.8297588,0.6569107,0.0,,,,,
0.72962564,1.5222557,1.0442394,1.4397494,2.1252813,,,,,
0.46395382,0.0,1.0409744,0.0,0.0,,,,,
0.4344591,0.0,0.0,0.0,0.0,,,,,
0.39738354,0.0,0.0,0.0,0.0,,,,,
0.4849964,1.4192277,1.3356113,1.5976124,0.0,,,,,
0.3856481,0.0,0.0,0.0,0.0,,,,,
0.5299004,0.58109164,0.0,1.1988878,0.0,,,,,
0.38177904,0.0,0.0,0.0,0.0,,,,,
0.8068359,0.0,1.4609356,0.9745377,0.9745377,,,,,
0.49964553,1.1143409,0.70983475,0.70983475,0.0,,,,,
0.44895697,0.0,0.7714788,0.0,0.0,,,,,
0.39235565,0.0,0.0,0.0,0.0,,,,,
0.78168875,0.0,0.0,0.0,0.0,,,,,
0.44103217,0.0,0.4845214,0.67803097,0.4845214,,,,,
0.483316,0.0,0.88021195,0.0,0.0,,,,,
0.45600045,1.2824961,0.0,0.0,0.9320103,,,,,
0.37027737,0.75297385,0.5517022,1.4721904,0.5517022,,,,,
0.4006461,0.0,0.0,0.0,2.3946483,,,,,
0.39961305,1.7913196,0.8929412,0.0,0.0,,,,,
0.3981467,0.0,0.0,0.0,2.0903034,,,,,
0.45894536,1.7081141,0.0,2.0856917,0.0,,,,,
0.38523945,0.0,0.0,0.0,0.0,,,,,
0.4038578,0.0,0.0,0.0,0.0,,,,,
0.37212282,0.0,0.0,0.0,0.0,,,,,
0.71779,0.0,0.0,1.557156,0.803997,,,,,
0.4607655,0.0,1.1596099,0.0,0.0,,,,,
0.37431258,0.0,0.0,0.0,2.9669294,,,,,
0.43664733,2.1969392,1.6290282,0.0,0.0,,,,,
0.3798439,0.8528781,1.251641,2.197469,1.1686648,,,,,
0.36892655,0.0,0.7426129,0.0,0.0,,,,,
