gene,module,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99
NR0B2,Early,2.091614677283761,2.041832314814645,1.9916201752714742,1.940978258654248,1.8899288563049819,1.8384688474357938,1.7866084860640106,1.7343624844753625,1.681724155267245,1.6287113315132702,1.575322229906077,1.5215555129651444,1.4674143014783545,1.4129030537141103,1.3580284570750167,1.3027891740805526,1.2471972420554063,1.1912727232073914,1.1350276548611964,1.0784963656835247,1.0217185342631636,0.9647472139941098,0.9076488330755687,0.8505009653777534,0.7934141759570603,0.736493234120961,0.6798714420947072,0.6237217806923377,0.5682092058447659,0.5135432561669355,0.45995709909632687,0.40771154333451914,0.357101726249795,0.30845711387714075,0.2621370426498433,0.2185329485336914,0.1780349300139531,0.1409938528139494,0.1076616090984533,0.07808411903201638,0.05195108713378547,0.02848097895270373,0.006375100902959089,-0.015928278437041216,-0.03978313518130724,-0.06577350249064015,-0.09349991951612557,-0.12190087255099434,-0.1498671444165645,-0.1766970036661941,-0.20225135232570748,-0.22685118572012525,-0.25104175007514185,-0.2754128743004825,-0.300444713903157,-0.32645514342030374,-0.353601985553391,-0.3818754321119322,-0.41118319693998384,-0.4413469493014235,-0.47216695877179393,-0.5034336867361512,-0.5349389320600723,-0.5664932183364271,-0.5979338187685038,-0.6291127188453207,-0.6599171243762805,-0.6902293370755421,-0.7199820370902194,-0.749097650550099,-0.7775213407538234,-0.8052192248615292,-0.8321420390073626,-0.8582784146068958,-0.8836071748852143,-0.9081104867687058,-0.9317861211231687,-0.9546418799183084,-0.9766726361454614,-0.9978826251596107,-1.0182894571209482,-1.0379009339991794,-1.0567248577640098,-1.0748042507055287,-1.092118827702502,-1.108718075534204,-1.1246102419971806,-1.1398133830784636,-1.1543584837434548,-1.1682633770657662,-1.1815496856471526,-1.1942452736651332,-1.2063621784443963,-1.2179313849503433,-1.2289749616115693,-1.239514753943249,-1.2495561118674665,-1.259137376492488,-1.2682705851430016,-1.2769780291610227
SLC3A1,Early,2.0404814447654513,2.0002438643769946,1.9597295212912622,1.9188295042616403,1.8774009473587485,1.835327892137663,1.792491176881501,1.74876459267507,1.7040456348156745,1.6582151415864321,1.6112007190410649,1.5629037064032287,1.5132805391742785,1.4622658706062461,1.4098251053619721,1.355960806059024,1.3006684881166588,1.2439776216369012,1.185938818316707,1.126616784249652,1.0661159461016065,1.0045407305384413,0.9420352847983204,0.8787668196775151,0.8149352193462802,0.7507442119012216,0.6864705600396154,0.6223967923482641,0.5588547678021419,0.4962250351100037,0.43494900514782886,0.37550973132706666,0.3184921311074694,0.2645073887788548,0.21423972323171092,0.16835925895990497,0.12748294614278136,0.09200030265058037,0.06189851539546517,0.03653949260316055,0.01451123199404547,-0.006241485720911041,-0.02790137005471664,-0.05193167563833976,-0.07840864034440967,-0.10620919702402634,-0.13374388213102836,-0.1598710495391522,-0.1842139944659945,-0.2070488389544394,-0.22900406496288442,-0.25080297129971985,-0.2730733992689514,-0.29631249667864895,-0.3207733220135903,-0.3465801622257929,-0.37369585936052985,-0.40196793767254263,-0.43119138775644167,-0.4611368553399473,-0.4915512819382817,-0.5222101181871039,-0.5529086750082205,-0.58346564720874,-0.6137259964258361,-0.6435760065049572,-0.6729048442363144,-0.7016343497841028,-0.7296991764003544,-0.7570621661303427,-0.7836666210603892,-0.8094978061394819,-0.8345355407542774,-0.8587654101809595,-0.8821762029676709,-0.9047762476215054,-0.9265594579257407,-0.9475290371523359,-0.967697798389128,-0.9870737498160148,-1.0056693841936373,-1.0234930300290896,-1.0405664695716943,-1.0569028362364838,-1.0725197480192346,-1.0874345025885255,-1.101659913032194,-1.115223527489089,-1.1281336744663046,-1.1404172614482981,-1.1520967113387843,-1.1631809932992485,-1.1736880456526628,-1.183644775883484,-1.1930646377339413,-1.2019524361119733,-1.210353337152205,-1.2182580513659547,-1.2256893219841327,-1.2326698922376493
VCAM1,Early,2.010780710648785,1.980102707050306,1.948229589010385,1.9150695672895313,1.8805127729495679,1.8444632445128457,1.806818993935487,1.7674882319780014,1.7263800965649343,1.6834078978589895,1.6384997806474344,1.5915987243421013,1.5426583707412274,1.4916550771619137,1.4385804991278428,1.3834615243960373,1.3263408025121188,1.2672962152550487,1.2064380951450218,1.1439018081311856,1.07986119747015,1.0145193120856357,0.9480995985101387,0.8808519274511601,0.813056766029364,0.744990872709274,0.6769551122203296,0.6092540579481118,0.5422094358128539,0.4761364815865418,0.4113726829780083,0.3482893691833723,0.2873000553623571,0.22889891994575298,0.17369140104858072,0.12242572004729017,0.07598592784949586,0.03534647385624957,0.0013710113663902431,-0.025528335206411776,-0.04587216846795152,-0.061536141261547515,-0.0755896301259076,-0.09137830648224522,-0.11102213089716832,-0.13447289084084368,-0.15989665585153923,-0.18500796658235422,-0.20826170416853815,-0.22922210151352168,-0.2483198263116803,-0.26638608112061896,-0.28430028102777605,-0.3028036936793369,-0.3223858616859156,-0.3433388417186171,-0.3657465421226319,-0.3895728035005851,-0.4146771605011357,-0.44086073643872176,-0.4679167737334817,-0.49562808421015725,-0.5238027449134509,-0.5522525415442062,-0.5808166111423064,-0.6093711773090454,-0.6377873642435227,-0.6659661971849751,-0.6938379070397495,-0.7213093138223031,-0.7483363772409614,-0.7748685668558029,-0.8008548886448886,-0.8262672958961523,-0.8510779736885363,-0.8752558620268595,-0.8987893713606813,-0.9216638988564464,-0.9438576561593264,-0.9653697161052859,-0.9861982243662546,-1.0063385451220561,-1.0257860425525143,-1.0445495247159637,-1.0626310777314842,-1.0800392778664014,-1.0967831649700595,-1.1128683020266694,-1.128310450824831,-1.1431151743487553,-1.1573051881173066,-1.1708828100405726,-1.1838740007115407,-1.196288031770563,-1.208141128588257,-1.2194527616093627,-1.2302287256091005,-1.2404921996883516,-1.2502594092177333,-1.2595468113588708
DMBT1,Early,1.381491881955589,1.3641661029678092,1.346959195147225,1.329874222183713,1.3129399827621089,1.2961675061659672,1.2795494395395852,1.2631060032361454,1.24682923166197,1.2307117719613558,1.2147456585406253,1.1989033181908921,1.1831498248475685,1.1674373849485855,1.151723106835677,1.135927334572062,1.1199875688842664,1.1038161882418316,1.0873065762370662,1.070358856580007,1.052869476552839,1.0347122121326635,1.0157779959598885,0.9959553097230208,0.9751399879662705,0.9532388945174016,0.9301711479636828,0.9059067241443277,0.8804192753264011,0.8537314728149866,0.8259401292101717,0.7971659538930779,0.7675988956360283,0.7374638292759348,0.707019330238347,0.6765006899057555,0.646023103017505,0.6155350995836754,0.5846757769368526,0.5527361972396883,0.5187347542558541,0.4817394735250156,0.4414096727329415,0.3984984068511971,0.3548628846827235,0.3127843297093252,0.27380867984252316,0.23812649659261592,0.20469612540170187,0.17189748706325642,0.13822324615819834,0.10264584110205652,0.06461380771711832,0.0240064366222622,-0.01905433732543983,-0.06425846871051823,-0.11128304462002349,-0.15976777512451673,-0.20934624291480664,-0.25972433376277987,-0.3106140608200753,-0.3617427556877129,-0.4128984110262609,-0.4639002691330246,-0.5145626704015075,-0.5647312048619498,-0.6142857758712056,-0.663095257502574,-0.7110622244179926,-0.7580800602097703,-0.8040960694120367,-0.8490109884728035,-0.892767832760374,-0.9353292252582585,-0.9766338921689335,-1.0166597749252904,-1.0553713347247655,-1.092742836572399,-1.1287761186821166,-1.1634534116526365,-1.1967851320295375,-1.2287596377912902,-1.2594020511948794,-1.2887264652137354,-1.3167469728212886,-1.3434862453226228,-1.3689755323544752,-1.3932326033181275,-1.416302188085772,-1.4382032815346408,-1.4589806135369265,-1.4786611445635394,-1.497285315320845,-1.514886213659506,-1.5314999911200613,-1.5471591228151986,-1.561904662189259,-1.575766020665053,-1.5887830262109717,-1.6009857029878014
SPINK1,Early,1.6311646805075182,1.6094266841621168,1.5872587892428665,1.5646503732559363,1.5415830030502675,1.5180394951799578,1.49400079164137,1.4694481468571559,1.444357504003052,1.4187079305176866,1.3924756820030852,1.365637014061274,1.3381688071468563,1.310050753551039,1.281262233138739,1.251787937021789,1.2216134935908882,1.1907323418939655,1.1591419825207072,1.126845852160294,1.0938526987488217,1.0601825175687951,1.0258587405918989,0.9909144850047815,0.9553884916672958,0.9193279369491009,0.8827853084667714,0.8458168429523516,0.8084881499265597,0.7708635892049573,0.7330106448659978,0.6949946140041099,0.656871733351338,0.6186848053092936,0.5804444523718072,0.5421178697785196,0.5036035189854622,0.4647198803186478,0.4252051405477817,0.38475843315642727,0.343132004097301,0.3002624308337084,0.2563812212458983,0.21201481363106228,0.16781617893349152,0.12431769154987118,0.08175085936044998,0.04003757579294427,-0.001069288347351344,-0.04182279835463582,-0.08238416619410258,-0.12279338243076081,-0.1630029582686621,-0.20292010309993347,-0.24244827720123238,-0.28150906157398603,-0.3200505934541982,-0.35804850359131624,-0.395499980148738,-0.432413146209981,-0.46880565386038137,-0.5046957800378534,-0.5400989898437093,-0.5750291862478155,-0.6094937112679668,-0.6434958453801989,-0.6770352761582229,-0.7101085669128582,-0.7427071259211535,-0.7748234549521698,-0.8064472439383654,-0.8375666206807534,-0.8681712751117923,-0.8982502723113623,-0.9277936146382112,-0.9567923979430987,-0.9852384991425072,-1.0131252010712204,-1.0404479735480456,-1.0672021301786463,-1.0933865774710099,-1.1190000657199803,-1.1440425949255575,-1.168516820711199,-1.1924257111266514,-1.2157730152873847,-1.2385649817191813,-1.2608072340952456,-1.2825074268596617,-1.303672902030224,-1.3243127199693174,-1.3444354723998935,-1.3640519380289269,-1.3831703961530797,-1.4018020941187612,-1.4199578106329462,-1.4376476995500316,-1.4548828520032817,-1.471673890486527,-1.4880328434118995
EPCAM,Early,1.789887364621913,1.7573847284419706,1.7238540086053187,1.6893409304969762,1.653906707132371,1.6176088639958817,1.5805207829554007,1.5427110520884562,1.504256003287781,1.4652360247302625,1.4257322420989986,1.3858276248426116,1.3456062486690388,1.305157720582793,1.2645631662669714,1.2239118239729816,1.1832837131246061,1.1427632781828874,1.102428326052978,1.062355188627611,1.022613191490524,0.9832709227192452,0.9443848015388379,0.9060071908902103,0.8681797598742264,0.8309305337268652,0.7942794251157963,0.7582271715472295,0.7227590228969654,0.687837366348295,0.653405782676155,0.6193790899132929,0.585648137140632,0.5520757482031164,0.5185026217593909,0.4847462250224858,0.45061701889643685,0.4159199329887047,0.3804739095247399,0.34411337836040234,0.3067162822179406,0.2682228830943465,0.2287095128823528,0.18844019880513158,0.14788583857775384,0.10758665549902852,0.06794606546581358,0.029069900619240887,-0.009204459159989721,-0.047148416157150166,-0.08495077196199483,-0.12265651445333237,-0.16017493036733546,-0.19735261841232873,-0.23402658971590698,-0.27008216206241864,-0.30545664742401557,-0.340144145751018,-0.3741815323539247,-0.4076351827916338,-0.440581428956878,-0.47310065902654497,-0.5052666236216324,-0.5371471733134584,-0.5687939335367213,-0.6002526296764398,-0.6315549744996429,-0.66272530571126,-0.6937772671761756,-0.7247197089689095,-0.7555541061018816,-0.786279352315777,-0.8168895475609157,-0.8473747355034632,-0.8777260660688997,-0.9079302641454455,-0.9379755296337411,-0.9678478499157968,-0.9975321061143081,-1.0270161293768105,-1.056284800825999,-1.0853266891156195,-1.1141270441214721,-1.1426740657441974,-1.1709552163782255,-1.1989609084428268,-1.2266815543572716,-1.254106460281515,-1.2812293574127727,-1.3080391831578946,-1.3345329874920409,-1.3607015515875869,-1.3865434004321127,-1.4120518964697282,-1.4372244584286988,-1.4620577675310797,-1.4865499800113455,-1.5106996208570767,-1.5345070588213778,-1.5579710032683818
C8orf4,Early,1.9051670928444246,1.8587906625310924,1.8127840285535208,1.7671622934458422,1.7219293407168335,1.6770847388655195,1.6326198578723958,1.5885256362169833,1.5447783413456446,1.501356398209619,1.458224423728939,1.4153496238294878,1.3726927319225208,1.330207145902715,1.2878523046783996,1.2455837636491276,1.2033618247251787,1.1611506733256105,1.1189170838753308,1.0766420703314306,1.0343122561636777,0.9919237578632955,0.9494869314536889,0.9070190369738669,0.8645558890047722,0.8221402061429512,0.7798211794995789,0.7376631027199622,0.6957388994689128,0.654121061910267,0.6128993422468698,0.5721665131883928,0.5320334704854667,0.4926085208828706,0.4540275871877978,0.41640631166160624,0.3798521380471248,0.34438620989213914,0.30987303589043125,0.27592081315650463,0.24185510566609617,0.20686512308677416,0.1704153727082951,0.13276518661676404,0.09510162399500127,0.0589647118235541,0.025294259226443825,-0.006120737773210371,-0.03640175020999589,-0.06691016366072045,-0.09868028596297773,-0.13219065169828273,-0.1674429868705363,-0.20414128181073998,-0.24187129558268608,-0.2802153352423651,-0.3188135289764466,-0.3573892846598168,-0.39573159831559496,-0.4337062731404887,-0.4712075913955701,-0.5081695334316311,-0.5445450656423729,-0.5802996679497784,-0.6154078817963097,-0.6498399336146768,-0.6835824468746483,-0.7166125520245374,-0.7489181670370383,-0.7804772853624147,-0.8112799824782368,-0.8413167653630499,-0.8705761992410106,-0.8990520273479783,-0.9267423079295647,-0.9536409999721165,-0.9797556547427001,-1.0050864879918031,-1.029641050986492,-1.0534281894967583,-1.0764589067974706,-1.0987433431615459,-1.1203069571465223,-1.1411532007602012,-1.161309690064997,-1.180793685099918,-1.1996196411476339,-1.2178179790268977,-1.2354044485233044,-1.252402997940979,-1.2688339078257564,-1.2847219894837116,-1.3000873077101922,-1.3149538108093224,-1.3293432895803512,-1.3432725725613115,-1.356768412812667,-1.369846560120013,-1.3825294525340608,-1.3948345658443067
PIGR,Mid,1.7840994952289628,1.7501278563377802,1.715941900532806,1.6815356076760124,1.6469059676983853,1.612050873551615,1.5769661111390822,1.5416522824745895,1.5061081835305312,1.4703359213552174,1.4343391080314647,1.3981249677249064,1.3616980155390632,1.3250736028259067,1.2882595557648726,1.251273332756242,1.214128178103676,1.1768424532281594,1.1394327135092692,1.1019146113058775,1.0643016919285473,1.0266068986740382,0.9888335426182654,0.9509834298026376,0.9130484330408171,0.8750122979601286,0.8368482349463482,0.7985201231713087,0.7599795005238861,0.7211706807273225,0.6820322583737338,0.6425019250345319,0.6025239944329589,0.5620641517822562,0.5211239021169307,0.47975652365852894,0.4380875362849317,0.39630627333711493,0.35464390811534835,0.31329489107793157,0.2723242397155654,0.23160703616417191,0.19090939806136897,0.15011724379152872,0.10944729832365391,0.06939863110025367,0.030420645425107345,-0.0073966576382686455,-0.04434495377732385,-0.08087846240625989,-0.1173839773933664,-0.1540598622866612,-0.19092658555543895,-0.2278902330464652,-0.2648135456127048,-0.3015586620933199,-0.3380154139624008,-0.37410584043248674,-0.40978027536484796,-0.445013133172866,-0.47979207257358386,-0.5141119764496779,-0.5479740488287534,-0.5813800957522192,-0.614329515206272,-0.646818394101194,-0.6788447758921261,-0.7104017374203363,-0.7414802484787828,-0.7720715798673251,-0.8021648953375131,-0.8317508636754037,-0.8608181971221947,-0.8893563604363373,-0.9173563234107897,-0.9448102598661156,-0.9717092900987241,-0.9980492000119956,-1.0238235179575501,-1.0490310399077822,-1.073668304283326,-1.0977362141048852,-1.1212346188690092,-1.1441663781412617,-1.1665372110527688,-1.1883496761621923,-1.2096109976351659,-1.2303271956097173,-1.2505080528101415,-1.2701618469262272,-1.2892985111857203,-1.307927226299113,-1.3260594305286584,-1.3437071641504124,-1.3608799088817685,-1.3775916615436417,-1.3938529573775806,-1.4096773416941482,-1.4250765537624985,-1.440062182348335
GATA6,Mid,0.3750207015909601,0.3401481161108378,0.3047861220567407,0.26898487369575397,0.23280504151225465,0.19630972280999476,0.15956848641106,0.12264685643857755,0.08562977157067524,0.04859084532839721,0.011617443209246367,-0.025203069289274373,-0.06177604621153685,-0.0980214025181634,-0.1338372117954006,-0.16914581582324587,-0.20385256864607104,-0.23787657628470676,-0.27114098945894216,-0.30357623934669153,-0.33512084652378615,-0.36572627460272444,-0.3953472229551715,-0.42396346808633506,-0.4515717742370483,-0.47817942186543644,-0.5038228132621257,-0.5285715172492019,-0.5525177529629178,-0.5757885239505697,-0.5985747400029969,-0.6211012863822906,-0.6436593814134602,-0.6665912066283923,-0.690276963729183,-0.7151195047320955,-0.7414723363261002,-0.7695854209068302,-0.799495160764912,-0.8309677723005459,-0.863464501612464,-0.8962937051787682,-0.9288462513363132,-0.9608729866292571,-0.9925931337411493,-1.0244071178688778,-1.0563367803868187,-1.087628998348905,-1.116753257669252,-1.1417818548242542,-1.1608623176909327,-1.1724851646179875,-1.1756246599495506,-1.1697096921926864,-1.154579282328848,-1.1304130149917915,-1.0976299209936138,-1.0568172906230848,-1.0086635316429358,-0.9538869825881906,-0.8931938478969981,-0.8272709174525058,-0.7567354123157763,-0.6821600618593286,-0.6040528802723465,-0.5228595933800528,-0.4389879068374616,-0.35280265249062637,-0.2646225526174746,-0.1747396344828076,-0.08341356775975911,0.009105685156037524,0.10260941779832536,0.19688730582126404,0.29174843943401385,0.3870245591599025,0.4825433608232993,0.5781568084423242,0.6737265733125977,0.7691135177899484,0.8641963009056223,0.9588632889683656,1.0530052751062997,1.146523568664838,1.2393291862668943,1.3313371892343404,1.422473155106341,1.512665088241435,1.6018571717939956,1.689990353159229,1.7770088154915087,1.8628761565002083,1.9475543560151183,2.030999731287487,2.1131944856418974,2.1941062614866813,2.273723733664756,2.352023442922161,2.428993255162022,2.5046283167455883
MT2A,Mid,-0.13298612138081686,-0.16216095001665898,-0.19231021404672552,-0.22342517849238297,-0.2554990494813608,-0.28852212148184414,-0.3224764392599752,-0.35734938562439444,-0.3931171820221553,-0.42975896155985543,-0.4672533720675019,-0.5055717822262406,-0.544689442929943,-0.5845835461788443,-0.6252269164838624,-0.6666011133345489,-0.7086847845609106,-0.7514667688013603,-0.7949383310772647,-0.8390994713886237,-0.8839584394374802,-0.9295297935215564,-0.9758407091299344,-1.022922729241013,-1.0708161318118241,-1.119559253693037,-1.1691797556503247,-1.2196858873857295,-1.2710315476231306,-1.3230823147468902,-1.3755489639089218,-1.427891624902017,-1.479174441820916,-1.5278539924687409,-1.571482784360048,-1.606310114724937,-1.6268072273650018,-1.62515437529691,-1.5908715252668417,-1.5109294860897717,-1.3708762356165978,-1.157666083258209,-0.864574551296594,-0.49724006843966745,-0.07768157471608385,0.35792598641675744,0.7687674567407131,1.121459689024964,1.3977135791173538,1.594701905600178,1.720455996050336,1.7881622712682557,1.8118321222586389,1.803908526084886,1.7743566375380315,1.7306497161156138,1.6781160987840589,1.6204152563142062,1.5599798802554818,1.4983759581662335,1.4365745285045501,1.3751622906686476,1.314460497761602,1.2546360849306308,1.19575747617503,1.1378397150691124,1.0808599936131131,1.0247853129988613,0.9695753952693243,0.9151919035738333,0.8615974716149005,0.8087581300311735,0.756651070822887,0.7052544565434573,0.654547905576073,0.6045173448996023,0.5551584070247285,0.5064575042069107,0.4584165775525118,0.411027377359489,0.3642937858405685,0.31821386188938705,0.2727890613357171,0.2280237516688753,0.18391599178249868,0.1404716049956762,0.09769107658499866,0.0555792593163735,0.014135182636619253,-0.026639697624491844,-0.06673810231809855,-0.10616682531647136,-0.14492198440688428,-0.1830045501425188,-0.22041597835314714,-0.2571552984855879,-0.2932293044121114,-0.32863848140930857,-0.36338574113672384,-0.39747739219003686
LAMC2,Mid,-1.5124239930573642,-1.5004012196330132,-1.4880139566732837,-1.4752633701141895,-1.462151522765601,-1.4486794908761462,-1.4348492475683103,-1.420662407215035,-1.4061197770027916,-1.391222433180208,-1.3759705551220558,-1.3603649500148058,-1.3444048106719872,-1.328090944280071,-1.3114246064624564,-1.2944061559686864,-1.2770387318572594,-1.2593261906857594,-1.2412734652603985,-1.2228874615098735,-1.2041751750502672,-1.1851439602472047,-1.165798122095198,-1.1461363152834627,-1.1261476876383318,-1.1058040773207036,-1.0850511337748603,-1.0637926224359733,-1.0418761644357828,-1.0190644469517962,-0.9950031151232156,-0.9691768252319595,-0.9408492438416453,-0.9089890557044095,-0.8721792001266053,-0.8285100532924651,-0.7754779021435175,-0.7099162438411618,-0.6280438582053884,-0.5257627492099878,-0.3993829984335663,-0.24691874778253364,-0.06981109416989723,0.12561592546570846,0.32808878611985176,0.5234689889401357,0.6984029790735807,0.8436836288816807,0.9556945635992946,1.035739120315035,1.0882331471499394,1.1188613893575592,1.1332569322572974,1.1362919533885005,1.1318208578378877,1.122688170729491,1.110877418284873,1.0976879913476767,1.0839227713944541,1.070038087843514,1.0562610291553827,1.0426794889680202,1.0292984897750244,1.0160846678689248,1.0029863633155731,0.9899494049340222,0.97692823153235,0.9638794344158902,0.9507768248680261,0.9376010304134521,0.924340571066802,0.9109932943308197,0.8975649401981882,0.8840594549138772,0.8704922647082225,0.8568773608133894,0.8432316044578845,0.8295729331188425,0.8159185667743128,0.8022903891464,0.7887052614636106,0.7751825562012502,0.7617384170887401,0.748390781603215,0.7351565109731817,0.7220495964308052,0.7090836704587081,0.6962727242890554,0.6836282379072134,0.6711606150499201,0.6588795419548285,0.6467943461100485,0.6349122025064342,0.6232388511366685,0.6117800319934348,0.6005429200675868,0.5895289503572954,0.5787413516084446,0.5681840700660044,0.5578563882308892
COL17A1,Mid,-1.482407019153006,-1.473912837456345,-1.4650546538581934,-1.4558208242899557,-1.446201534465244,-1.436183851150725,-1.4257575857863782,-1.414909929896748,-1.4036281165923385,-1.3918997116713283,-1.3797106590794836,-1.3670464037310603,-1.353892099438599,-1.340231361334147,-1.3260478877216706,-1.3113236718808061,-1.2960414140524967,-1.2801823589691121,-1.2637268780578765,-1.2466559249494444,-1.2289471679836876,-1.2105766120621075,-1.191518099616323,-1.1717383202929592,-1.1511958544765828,-1.1298336462310754,-1.1075756764228915,-1.084314486933277,-1.0598984553547335,-1.0341116673867312,-1.0066487157443906,-0.9770793520931041,-0.9448020771179898,-0.908982260616498,-0.8684807799923038,-0.8217653589901434,-0.766828477012215,-0.7011377154828103,-0.6216836648733939,-0.525254891065296,-0.409084014812933,-0.27198591944902717,-0.11580469275144906,0.05350322516163512,0.2261494975410809,0.39062878655140243,0.5368460174078793,0.6585626308446576,0.7540378386066934,0.8250862856126941,0.8755217370153966,0.9097855732648407,0.9320756474335811,0.9459211103691105,0.9540669680709256,0.9585189945265389,0.9606628338988279,0.9614007351601155,0.9612869559755526,0.9606365515725692,0.9596065505333689,0.9582628250174354,0.9566200132824318,0.9546664712597626,0.9523855645657194,0.949759328065898,0.9467784465054216,0.9434395930075489,0.9397494213257628,0.9357205735916814,0.9313696841890129,0.9267217046933193,0.9218005886171401,0.9166369432264979,0.9112583815983483,0.9056951783110396,0.8999766098798981,0.8941312874449016,0.8881874894583536,0.8821705001834903,0.876105770227385,0.8700157560080435,0.8639219158804492,0.8578437120735404,0.8517987770340476,0.8458027470826565,0.8398702604770298,0.8340146247241343,0.8282458204541946,0.8225754917358064,0.8170106250101269,0.8115595374690103,0.8062280511467543,0.8010216553899826,0.7959451741699705,0.7910007699566001,0.7861917696266129,0.7815201693060538,0.7769872997456196,0.7725941590083328
SLPI,Mid,-1.5615502695341,-1.545741333199755,-1.529657004215697,-1.5132966746511323,-1.4966597365752665,-1.4797474058496878,-1.4625602904051902,-1.4450977823109799,-1.42736261725563,-1.4093538833429495,-1.3910740122961145,-1.3725199644611548,-1.3536929556996584,-1.3345902503230522,-1.315209112642763,-1.2955455911086289,-1.2755926945165184,-1.2553434316622996,-1.2347905073764438,-1.2139217630430696,-1.1927256479770898,-1.1711851401162705,-1.1492835213637744,-1.1269992101764128,-1.1043039377722608,-1.0811615322690717,-1.0575239671341143,-1.0333243699800407,-1.0084672956721827,-0.9828165677126685,-0.9561700491124707,-0.9282353251596426,-0.8985801570596016,-0.8665762483366783,-0.8313223415886667,-0.7915426940442148,-0.7454870729472006,-0.690855372138267,-0.6248143301516595,-0.544230063743957,-0.4462510735255827,-0.32932622407547174,-0.19447835895464385,-0.04625115291796428,0.10747509111645867,0.25716102709350475,0.39412327551610166,0.5125554893701045,0.6101721528352142,0.687627399445848,0.7473593356516164,0.7925200826197624,0.8262505147978392,0.8512905762747118,0.8698634699642876,0.8836823448442506,0.8940135207586446,0.9017883476839821,0.9076664305318269,0.9121201315291702,0.9154917157130721,0.9180207078163956,0.9198864474233907,0.9212214634471643,0.9221278882611199,0.9226847528684863,0.9229534582794644,0.9229899341271085,0.9228349117746212,0.9225285146544108,0.9220999234445928,0.9215728474461357,0.9209716038908022,0.9203162544947968,0.919621389597177,0.9188961281598537,0.9181562763834727,0.9174042659912104,0.9166486080141837,0.9158935579679511,0.9151403317141007,0.9143919689066028,0.9136472536838693,0.912903754322724,0.9121651184079311,0.9114276983547265,0.9106872386475515,0.9099431313556121,0.9091935526865261,0.9084366788479112,0.9076658226010329,0.9068840235998612,0.9060858104672498,0.9052711832031984,0.904438318015325,0.9035847831804534,0.9027087549062012,0.9018132728465389,0.9008922576935257,0.8999481411703378
LGALS1,Mid,-0.9207299921358454,-0.9273887806985278,-0.9342687304424768,-0.941375244328147,-0.9487130049212654,-0.9562881355770138,-0.9641094611308008,-0.9721832850364901,-0.9805211336097176,-0.9891336326727105,-0.9980341095279227,-1.0072385929580356,-1.0167640122391401,-1.026630178226235,-1.0368576221690475,-1.0474706573896222,-1.058494677802095,-1.0699581389981918,-1.081890397063049,-1.0943249503514831,-1.107294216626221,-1.1208336753275796,-1.13497916609324,-1.149761485797792,-1.1652112512171442,-1.1813457518247503,-1.1981669687061105,-1.2156462661708165,-1.2337062017856886,-1.2521933314738216,-1.2708331848441323,-1.289166150060633,-1.3064574245015261,-1.3215615805504786,-1.3327388649411742,-1.3374111650434561,-1.3318630450515163,-1.3109062221396777,-1.2676135607093564,-1.19331601071147,-1.0782374554998302,-0.9133203721686836,-0.6936378010796642,-0.4228279157040823,-0.11615209824011317,0.20107552089261413,0.5004668869732816,0.7591797239901473,0.9650872673019962,1.1167181106784136,1.219876474436878,1.283696603521595,1.3177442593183955,1.3304419367809588,1.328504074964648,1.3169482231447807,1.2993446575896235,1.27814199997711,1.2549604180488318,1.2308405219883067,1.2064213019186079,1.1820795242820887,1.1580150986155622,1.1343231170230252,1.1110320350962049,1.0881314071115555,1.0655924172799873,1.0433732827073194,1.0214351020782804,0.9997364526960529,0.9782420352190018,0.9569190716870368,0.9357427084820679,0.9146920541570046,0.8937490988436656,0.8729019560290514,0.852142701371162,0.8314648513174522,0.8108662446837402,0.790347962062117,0.7699092830578552,0.7495563310261366,0.7292927079405974,0.7091238167616919,0.6890565012393292,0.6690997663075997,0.649259014926958,0.6295425316367675,0.6099586009763917,0.5905169482746482,0.5712229764919916,0.5520846099704217,0.5331104934466656,0.5143060298811776,0.4956791436159574,0.47723595800618673,0.4589818760123201,0.4409208598053572,0.42306047352993437,0.40540287837023326
